CpG	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
7796806090_R04C01	2.762022018432617	0.0	0.0	3.4811089038848877	0.6688253879547119	0.0	1.953627109527588	1.3694233894348145	0.0	2.843444585800171	0.0	0.0	0.6333217620849609	0.23287013173103333	1.4903768301010132	0.0	0.0	0.0	0.43088972568511963	0.0	0.0	3.903228521347046	0.6990461349487305	1.9579432010650635	4.057098388671875	0.0	0.47279977798461914	0.3600945472717285	0.0	0.0	1.7312431335449219	0.2754523754119873	0.0	1.1474242210388184	0.0	1.177079200744629	0.78155517578125	0.0	0.0	1.3509833812713623	0.0	2.3986263275146484	1.8732603788375854	2.918212413787842	0.5209827423095703	0.0	0.0	3.203557014465332	0.145416259765625	1.7560023069381714	1.8217170238494873	0.8579635620117188	1.1292927265167236	0.0	0.282720685005188	1.231454849243164	1.1439142227172852	0.0	1.254042148590088	1.99592924118042	1.946955680847168	0.0	4.215354919433594	1.0021791458129883	0.0	0.8291162252426147	0.0	0.0	0.43345093727111816	0.0	1.3547334671020508	0.0	0.0	0.0	0.0	0.0	0.9736117124557495	0.33646512031555176	0.5296206474304199	0.4579322338104248	0.6635873317718506	1.1447365283966064	0.28325819969177246	0.3410634994506836	0.0	2.4772114753723145	0.0	0.0	2.0937113761901855	0.0	0.0	2.186978340148926	0.0	0.0	0.3182868957519531	0.0	1.7533420324325562	1.914583444595337	2.7674310207366943	1.725695252418518
6285633051_R04C01	2.6684417724609375	0.05948980152606964	0.0	4.127748489379883	2.51204514503479	0.0	2.6171936988830566	0.25487852096557617	0.0	2.09271240234375	0.7902674674987793	0.0	2.0361552238464355	2.0581986904144287	1.0001360177993774	0.0	0.0	0.25490283966064453	0.9844257235527039	0.0	0.05220615863800049	3.783179521560669	0.0	0.6383843421936035	3.51769757270813	0.0552668571472168	0.056185245513916016	0.0	1.1348272562026978	0.9747717380523682	0.7947483062744141	0.16386771202087402	0.0	0.5415527820587158	0.0	1.9873046875	0.9431095123291016	0.0	0.0	0.20761656761169434	0.20143604278564453	1.7737197875976562	0.4215296506881714	2.756558895111084	0.0	0.0	1.903062105178833	1.6685447692871094	0.0	0.8789950609207153	0.0	0.4116034507751465	1.9490277767181396	0.29125070571899414	0.8997150659561157	0.5282549858093262	0.2293529510498047	0.0	1.1020126342773438	2.122478485107422	1.3360052108764648	0.0	3.294961929321289	0.890099048614502	1.4030227661132812	0.6991479396820068	0.0	0.0	1.1507105827331543	0.0	1.3438990116119385	0.0	0.0	1.1155641078948975	0.5290932655334473	1.6959967613220215	0.0	0.0	2.852357864379883	0.9481856822967529	0.0	0.0	0.1940765380859375	0.14959335327148438	0.6498908996582031	2.2303919792175293	0.0	0.0	0.0	0.2833280563354492	0.8846153020858765	2.4532699584960938	0.0	0.0	1.9035413265228271	0.0	0.0	1.3574304580688477	1.7833034992218018	0.9586910009384155
9993943017_R04C02	1.9941744804382324	0.0	0.1309375762939453	0.5489493608474731	0.02769935131072998	0.0	0.0	1.4890704154968262	0.0868220329284668	0.055451393127441406	0.2381448745727539	0.680507481098175	2.5411648750305176	0.36761173605918884	0.0	2.5143494606018066	1.4585490226745605	1.5037994384765625	0.42551255226135254	0.0	0.0	1.288501501083374	0.07660675048828125	0.0	1.063441514968872	4.090522289276123	0.0	0.0	0.18843984603881836	2.5115339756011963	1.4876518249511719	0.8930857181549072	1.980825424194336	0.9362227916717529	0.03777158260345459	2.231046199798584	1.1130495071411133	0.0	0.24799346923828125	0.5966475009918213	1.3308104276657104	1.4993901252746582	0.0	0.0	0.0	0.0	1.2633521556854248	0.4437108039855957	0.0	0.0	0.0	0.0	0.0	0.4067206382751465	0.9426757097244263	2.937037944793701	2.7897143363952637	0.0	1.3041534423828125	0.0	0.8464689254760742	0.0	4.007956504821777	1.145174503326416	1.2215383052825928	0.2726926803588867	0.8057765960693359	0.0	3.193720817565918	0.522283673286438	2.0073349475860596	0.589972734451294	0.0	0.0	0.2063004970550537	3.49600887298584	0.0	0.0	0.8050751686096191	0.0	1.2921421527862549	0.0	0.8481173515319824	0.0	0.684998095035553	0.20807600021362305	0.0	0.0	0.0	1.5280609130859375	1.4474635124206543	3.198603630065918	2.0541374683380127	0.5492916107177734	0.2675051689147949	2.1023502349853516	0.08592432737350464	2.1794397830963135	1.3951432704925537	0.0
7796806090_R03C01	1.5544013977050781	0.0	0.0	0.7914944291114807	0.10593628883361816	0.04494619369506836	0.0	1.49603271484375	1.3141236305236816	2.544109344482422	0.0	0.0	0.0	0.0	0.0	2.4069480895996094	0.0	0.5986194610595703	0.5797319412231445	0.0	0.0	0.45319032669067383	0.0	0.392855167388916	1.48091459274292	1.4354486465454102	0.5621461868286133	0.13934636116027832	1.500409722328186	0.3086578845977783	0.46099185943603516	2.0275182723999023	3.4055604934692383	0.0	2.7777743339538574	0.6226623058319092	0.0	0.0	0.0	3.998645782470703	0.0	2.444833755493164	0.0	0.0	0.17781710624694824	0.0	0.057059645652770996	2.526768684387207	2.738253593444824	0.8966790437698364	3.1506779193878174	0.0	0.0	0.0	2.724508285522461	0.05719184875488281	3.6271262168884277	2.377837657928467	1.2666287422180176	0.0	0.0	2.633795738220215	3.302384376525879	0.11108112335205078	0.0	4.512831211090088	1.6960692405700684	3.2025439739227295	0.0	1.243838906288147	1.4962654113769531	4.4165449142456055	3.451578140258789	0.0	0.0	0.0	0.0	3.4849295616149902	0.49690723419189453	0.0	0.0	1.6186339855194092	0.0	1.2952232360839844	0.0	0.0	0.0	0.0	2.435220241546631	0.0	0.0	0.20886993408203125	0.0	0.0	0.0	2.8671460151672363	0.6676417589187622	0.6218280792236328	0.5826237201690674	1.4971284866333008
3999997079_R01C02	1.2633295059204102	0.6692275404930115	0.0	0.7269982099533081	0.28947627544403076	0.0	0.0	0.0	0.0	0.0	0.0	3.097757577896118	0.3386573791503906	2.7175285816192627	0.0	1.1712441444396973	0.8142108917236328	3.436753273010254	0.9952127933502197	0.0	0.0	0.7544801235198975	0.0	0.0	0.4027554988861084	2.505948066711426	0.0	0.0	1.3228315114974976	1.8162038326263428	0.0	0.22800874710083008	0.0	0.0	0.0	0.6446521282196045	0.09592533111572266	2.3001492023468018	2.7641992568969727	0.9434092044830322	1.5349606275558472	0.22771024703979492	0.0	0.0	0.0	1.8203673362731934	4.605755805969238	0.0	1.0591373443603516	0.0	0.15607547760009766	0.0	0.0	2.605057716369629	0.8699480295181274	1.1917662620544434	1.319690227508545	0.0	0.0	0.0	0.0	0.0	1.4366436004638672	0.0	2.8476548194885254	0.0	0.5641579627990723	0.0	2.0568833351135254	0.0	3.159039258956909	0.20414376258850098	0.0	0.5684241652488708	0.0	3.297475814819336	0.0	0.386491060256958	2.162254810333252	0.0	0.0	0.0	0.21167755126953125	1.6536617279052734	0.13757598400115967	2.5018041133880615	1.4477510452270508	0.0	0.0	0.0	2.0737252235412598	0.9715404510498047	2.3351399898529053	0.0	3.00549578666687	0.8694230914115906	0.0	1.0882179737091064	0.0	0.0
7796806055_R02C01	3.977560043334961	0.0	0.0	4.9087419509887695	0.1442650556564331	0.0	2.4987525939941406	1.542203426361084	0.0	3.7809534072875977	0.0	0.0	1.0079379081726074	0.0	1.8287136554718018	0.0	0.0	0.0	0.7026740312576294	0.0	0.0	5.183534622192383	0.613224983215332	2.2593986988067627	5.356266021728516	0.03103494644165039	0.5468010902404785	0.9565246105194092	0.0	0.7510731220245361	1.7976675033569336	0.7391054630279541	1.2442402839660645	1.076242446899414	0.0	1.7874155044555664	3.5295305252075195	0.0	0.0	0.0	0.1494055986404419	2.229430675506592	2.435713052749634	3.4632840156555176	0.675621509552002	0.0	0.0	3.0565547943115234	0.0	3.327373504638672	0.0	2.239551067352295	2.462831974029541	0.0	0.0	1.5463147163391113	0.0	0.0	1.2170872688293457	3.351734161376953	2.5015735626220703	0.0	4.990120887756348	0.7097511291503906	0.0	0.7018539905548096	0.4555659294128418	0.0	1.4818201065063477	0.7212780714035034	0.7585077285766602	0.0	0.0	0.0	0.0	1.4023723602294922	1.247714638710022	0.0	0.961646556854248	0.0	1.0347387790679932	0.07751989364624023	0.0	0.48508548736572266	0.44353586435317993	0.09842348098754883	0.0	0.0	1.7637910842895508	0.1985177993774414	0.0	2.5765247344970703	0.24658772349357605	0.0	0.003694772720336914	0.2806810140609741	0.6080206632614136	0.31719517707824707	0.186659574508667	2.8058180809020996
7796806109_R05C01	1.2430987358093262	0.0	0.21503162384033203	1.1232287883758545	0.270336389541626	0.0	0.0	1.501309871673584	0.285341739654541	2.216602325439453	0.0	0.0	3.129929542541504	0.0	0.16556772589683533	1.969618320465088	1.4708590507507324	0.36328887939453125	0.6019439697265625	0.0	0.038073599338531494	1.4376723766326904	0.0	0.9071507453918457	3.2891151905059814	4.386636257171631	1.1343121528625488	1.4730465412139893	0.4177989959716797	0.5740272998809814	1.3679094314575195	1.0719447135925293	2.1425132751464844	1.7239131927490234	2.184168815612793	1.4445090293884277	1.3967981338500977	0.0	0.0	1.6602363586425781	0.455422043800354	1.354539394378662	0.0	0.0	0.06792116165161133	0.0	0.899228572845459	3.0467138290405273	0.0	1.3287639617919922	0.0	0.0	0.0	0.0	0.47980010509490967	1.9512381553649902	0.572270393371582	0.0	1.7333993911743164	0.0	0.48560523986816406	0.0	4.352360725402832	0.3977341651916504	0.0	0.43024492263793945	2.783297061920166	1.6262096166610718	3.6904544830322266	1.9929167032241821	2.0154926776885986	2.1967639923095703	0.0	0.0	0.0	1.145005226135254	3.187100887298584	0.0	0.956291675567627	0.15473079681396484	2.0807292461395264	0.0	0.0	0.0	1.5346415042877197	0.2117319107055664	0.0	0.0	1.2268619537353516	0.15668296813964844	1.2080035209655762	1.9456214904785156	1.042786717414856	0.0	1.2772338390350342	3.669708728790283	2.167670249938965	0.9846534729003906	0.2660105228424072	1.0520756244659424
7796806090_R05C01	2.12208890914917	0.8762322664260864	0.3047604560852051	3.375922918319702	1.2903859615325928	1.1232879161834717	0.01651144027709961	0.0	0.0	1.1406974792480469	1.4401531219482422	0.34940892457962036	2.6029129028320312	1.0199203491210938	0.0	0.0	0.0	0.18188762664794922	0.6325263381004333	0.14520740509033203	0.36961129307746887	2.6623661518096924	0.0	0.0	2.9550082683563232	0.7195334434509277	0.0	0.0	1.2050533294677734	1.7400338649749756	1.2132186889648438	0.28920817375183105	0.8817136287689209	0.0	0.0	4.2476935386657715	2.649235725402832	0.8821403980255127	0.0	0.0	1.1573842763900757	1.0933747291564941	0.0	0.11067867279052734	0.0	0.0	0.007491588592529297	0.39571046829223633	0.0	0.0	0.0	0.0	0.11056958138942719	0.0	0.504454493522644	2.3876442909240723	0.12835359573364258	0.0	3.1512699127197266	0.5982708930969238	2.4516963958740234	0.0	3.889735221862793	2.1266894340515137	1.3733482360839844	0.21811175346374512	0.0	0.0	3.0294246673583984	0.0	0.0	0.7465534210205078	0.0	0.0	1.628427505493164	3.1387548446655273	0.0	0.0	2.1569976806640625	1.6693837642669678	0.0	0.0	1.2993950843811035	0.0	0.0	0.6742551326751709	0.0	0.7123532295227051	0.0	1.843531608581543	1.3363897800445557	4.1324462890625	1.2757816314697266	0.0	2.7885520458221436	0.0	0.0	0.7420392036437988	0.8456659317016602	0.0
9283265058_R05C02	1.2526097297668457	0.11993302404880524	0.0	0.18012797832489014	0.0	0.0	0.0	0.0	0.0	1.5588657855987549	1.1991820335388184	3.0288772583007812	0.0	0.0	0.0	0.0	0.0	1.673828125	0.4893816113471985	3.74554443359375	0.0	2.392669916152954	0.0	0.0	2.3571832180023193	1.1090540885925293	0.0	0.0	0.0	1.098588228225708	0.0	0.1836719512939453	0.18027329444885254	0.0	0.0	1.1246862411499023	3.8298354148864746	3.8138484954833984	1.3028478622436523	0.38773560523986816	0.0	0.0	0.0	0.0	0.0	0.8005900382995605	0.6934170722961426	0.41936683654785156	0.0	0.08218395709991455	0.0	0.0	0.0	3.4304659366607666	0.0	1.3730731010437012	0.0	0.0	0.1238851547241211	0.0	1.0602645874023438	0.0	1.2345447540283203	2.53456974029541	0.0	0.0	0.5386486053466797	0.0	1.5138278007507324	0.0	0.0	0.0	0.0	0.0	0.0	1.2520203590393066	0.0	0.0	0.8160629272460938	1.1388180255889893	0.0	0.0	0.5750386714935303	0.41725826263427734	0.0	0.0	2.5636608600616455	0.0	0.0	1.4528436660766602	0.0	2.452211380004883	1.7491109371185303	0.9578990936279297	0.25886106491088867	0.9183794856071472	0.0	0.5281322002410889	0.0	0.0
9422491072_R06C02	3.1415958404541016	0.06961540132761002	0.0	0.09472149610519409	0.0	0.0	0.0	0.38577795028686523	2.0980167388916016	1.8785364627838135	0.0	0.5004716515541077	0.0	0.0	0.0	2.2092647552490234	0.0	0.0	0.20761653780937195	0.0	0.0	0.9359273910522461	0.0	0.6283042430877686	1.4769208431243896	0.9360527992248535	0.0	0.0	0.5542171001434326	0.7014648914337158	0.7221250534057617	1.2135345935821533	2.3460397720336914	0.0	1.997947096824646	0.5627655982971191	0.7008471488952637	0.0	0.0	3.974057674407959	0.0	1.1717982292175293	0.0	0.6234269142150879	0.0	0.0	0.2950094938278198	2.520620346069336	0.0	0.9095630049705505	3.511568069458008	0.0	0.0	0.0	1.4108012914657593	0.022060394287109375	2.5137972831726074	2.2752022743225098	1.4514288902282715	0.0	0.40710926055908203	1.810248613357544	3.130600929260254	1.1757173538208008	0.0	4.5794830322265625	0.0	1.9008381366729736	0.0	0.0	0.5313224792480469	3.38767147064209	2.7212860584259033	0.0	0.0	0.0	0.0	3.2237367630004883	0.0	0.0	0.0	3.093986749649048	0.0	0.15464019775390625	0.0	0.0	0.0	0.3624105453491211	4.0925822257995605	0.19895553588867188	0.0	0.7874956130981445	0.18658560514450073	0.0	0.05505943298339844	0.9137647151947021	0.0	0.06623482704162598	0.36959385871887207	1.0003854036331177
