CpG	1	2	3
9305216147_R02C01	0.8937044143676758	0.7023806571960449	0.0
9422491072_R01C02	0.0	0.0	2.4456028938293457
7796806088_R01C02	2.619070053100586	0.0	0.0
9283265077_R06C01	3.711130142211914	0.869135856628418	0.22857177257537842
7796806088_R05C02	2.068552017211914	0.9893953800201416	0.4376354217529297
9422491072_R03C01	0.15040016174316406	1.9100992679595947	0.0
7796806088_R06C02	0.0	2.69301176071167	0.0
7796806088_R06C01	0.37109947204589844	2.8043551445007324	0.0
9283265014_R03C01	0.0	2.485098361968994	0.0
9422491074_R02C01	0.0	2.362643241882324	0.0
9426020160_R05C01	0.9727821350097656	0.0	0.4326479434967041
8784241046_R06C01	0.0	2.643962860107422	0.0
8784241036_R03C02	0.0	1.8397855758666992	0.0
9305216146_R04C01	2.68875789642334	2.1682322025299072	0.0
8784241046_R02C01	0.0	2.497572422027588	0.0
8784241046_R06C02	0.0	0.0	1.87189519405365
8784241059_R05C02	0.0	0.0	2.876232147216797
9630789239_R01C01	0.0	1.882444143295288	0.0
9305216132_R05C01	2.4359216690063477	0.8121283054351807	0.45017242431640625
9422492089_R01C02	0.5292196273803711	0.0	1.165809154510498
9993943013_R05C02	0.0	2.410503625869751	0.0
9993943017_R02C02	2.660365104675293	0.0	0.8738754987716675
9422491074_R05C01	1.4290552139282227	0.0	2.5474395751953125
9283265077_R03C02	0.0	2.185413360595703	0.0
9422491072_R02C01	0.0	2.513627767562866	0.0
9993943017_R02C01	0.0	0.0	2.0127434730529785
9283265014_R05C02	0.9097299575805664	1.29024338722229	0.0
7796806055_R05C01	1.8019886016845703	0.0	2.7997889518737793
9993943005_R01C01	2.7059240341186523	0.0	1.160902976989746
6042324070_R03C01	3.2933425903320312	0.017199397087097168	0.0
7796806103_R03C02	1.1076593399047852	0.0	1.5601354837417603
7796806109_R06C01	0.9929447174072266	0.37504804134368896	0.0
9630789227_R04C02	3.587132453918457	0.2225041389465332	0.690319299697876
3999997079_R05C01	1.1714611053466797	0.0	1.1610751152038574
9283265077_R02C02	2.7118349075317383	0.0	1.4796545505523682
9283265077_R01C01	0.31938743591308594	0.43854570388793945	0.46231210231781006
8784241059_R01C02	3.949336051940918	0.0	0.0
8784241059_R06C02	0.9673490524291992	0.0	1.8311339616775513
8784241036_R02C02	4.422425270080566	0.0	0.8388723134994507
9422491074_R04C01	2.18184757232666	1.243382215499878	0.0
9283265014_R02C02	0.0	0.0	2.905393362045288
7796806109_R04C01	0.8177003860473633	3.074453353881836	0.0
9422492113_R06C01	1.9531011581420898	1.4816172122955322	0.0
9305216146_R01C02	0.05207395553588867	0.0	2.5913567543029785
8784241046_R03C01	2.594059944152832	0.5001904964447021	1.756553053855896
7796806109_R02C01	0.0	0.0	3.158318519592285
9993943013_R04C02	4.73764705657959	0.0	0.0
9422492089_R03C02	4.380767822265625	0.0	0.6516890525817871
9305216132_R06C01	3.2413015365600586	0.0	1.7264412641525269
8784241036_R05C02	0.0	1.614231824874878	0.0
7796806055_R04C01	2.700042724609375	0.0	2.426056146621704
8784241046_R01C02	1.5617389678955078	2.4528768062591553	0.0
3999997079_R02C01	2.5092086791992188	2.5901174545288086	0.0
7796806032_R03C02	0.0	2.457963705062866	0.0
9283265014_R03C02	0.19449758529663086	0.0	1.7547134160995483
7796806088_R04C02	2.807887077331543	1.9661896228790283	0.0
9422491072_R03C02	1.0020923614501953	0.0	2.636723756790161
7796806055_R01C01	0.0	2.4593658447265625	0.0
9422491074_R01C01	0.0	2.0090444087982178	0.0
9426020160_R01C02	0.0	0.37433016300201416	0.15381693840026855
7796806090_R02C01	0.15400028228759766	2.66164493560791	0.0
9305216132_R06C02	0.0	3.0037059783935547	0.0
9993943013_R01C02	0.0	0.0	1.2683210372924805
9993943017_R06C02	1.3538780212402344	2.1626429557800293	0.0
9993943017_R03C02	3.944425582885742	0.0	0.0
7796806090_R06C01	0.0	2.7167470455169678	0.0
8784241036_R05C01	0.3168907165527344	0.8057711124420166	0.7476733922958374
9993943005_R02C02	1.7050132751464844	0.0	0.49894750118255615
9993943013_R01C01	0.0	3.2557153701782227	0.0
3999997079_R03C01	2.7200841903686523	0.0	0.0
9305216146_R02C02	0.2625007629394531	3.094327926635742	0.0
9283265077_R06C02	0.0	0.0	3.070861577987671
9426020160_R04C02	2.6815738677978516	0.0	0.3789684772491455
9993943017_R03C01	0.0	1.832892656326294	0.0
8784241036_R06C01	1.937744140625	0.5023678541183472	0.9969722032546997
8784241036_R03C01	2.694058418273926	0.6933473348617554	0.6337476968765259
9283265014_R04C01	2.641012191772461	0.0	1.4980216026306152
9422491072_R04C02	2.415365219116211	0.8070666790008545	0.10318708419799805
7796806032_R05C02	3.4354171752929688	1.2773077487945557	0.32195401191711426
7796806088_R03C02	1.8976173400878906	1.0388295650482178	0.0
7796806090_R01C02	1.7130966186523438	0.0	1.5561531782150269
9426020160_R05C02	2.414968490600586	0.0	1.511110782623291
7796806103_R05C02	2.5441408157348633	1.3687853813171387	0.0
9426020160_R02C01	2.9289398193359375	1.1842100620269775	0.0
9305216146_R02C01	3.971651077270508	0.41459012031555176	0.0
8784241071_R03C02	2.6762752532958984	0.0	0.0
7796806103_R01C02	2.696025848388672	0.4208717346191406	0.9150763750076294
8784241046_R04C01	4.400773048400879	0.0	0.0
9305216146_R04C02	1.0112953186035156	0.0	2.3665037155151367
9283265058_R04C02	4.471968650817871	0.0	0.0
9305216146_R06C02	2.637150764465332	0.0	1.5274076461791992
9630789227_R06C02	0.0	0.913494348526001	0.6735852956771851
7796806103_R05C01	3.30570125579834	0.0	2.1136558055877686
6285633051_R03C01	1.0321598052978516	0.0	2.312424898147583
7796806032_R04C02	2.425596237182617	0.8304946422576904	1.0320091247558594
9283265077_R04C01	2.7110462188720703	1.0132300853729248	1.4464244842529297
7796806103_R06C01	1.1419601440429688	0.0	1.78169846534729
6285633051_R05C01	4.799752235412598	0.0	0.0
9426020160_R06C01	0.0	1.6742334365844727	0.0
3999997079_R06C01	4.134774208068848	0.0	0.0
6042324005_R02C02	0.0	2.6066107749938965	0.0
9422492113_R05C01	3.6060686111450195	0.0	0.0
9630789227_R03C02	1.0190067291259766	0.0	0.25317060947418213
9993943017_R01C02	0.2312779426574707	1.7192621231079102	0.0
6005486014_R02C02	0.0	0.0	2.1386446952819824
6026818132_R05C02	1.6413564682006836	0.5385648012161255	0.0
7796806103_R01C01	0.0	2.4054412841796875	0.0
6057833134_R04C01	0.0	0.0	3.1760966777801514
7796806032_R06C02	0.0	2.636136770248413	0.0
9283265014_R05C01	0.8444156646728516	0.0	2.48665452003479
9283265014_R06C01	0.0	0.0	2.464118242263794
3999997079_R04C01	0.0	0.0	2.0576295852661133
6285633051_R04C02	3.5973377227783203	0.8209800720214844	0.039023637771606445
7796806032_R02C02	3.424088478088379	0.6779991388320923	0.19894838333129883
8784241071_R04C02	3.3317670822143555	1.901672601699829	0.0
6285633051_R06C02	2.711353302001953	0.39587175846099854	0.5976128578186035
9630789227_R05C01	3.277255058288574	0.607744574546814	0.0
9630789227_R06C01	2.717740058898926	1.683617115020752	0.0
9993943013_R02C01	3.1614952087402344	0.0	1.7123074531555176
8784241059_R02C02	3.5573911666870117	0.0	0.5145964622497559
7796806109_R01C01	1.3877248764038086	0.6303834915161133	1.5840954780578613
9993943005_R04C02	3.950458526611328	0.0	0.0
6005486013_R01C01	2.3459110260009766	0.0	1.748356580734253
9426020160_R01C01	3.045492172241211	0.49854254722595215	0.0
8784241036_R06C02	0.0	0.0	2.8815250396728516
7796806103_R02C01	2.7513513565063477	0.0	1.5022025108337402
9993943017_R06C01	3.39858341217041	0.6673986911773682	0.0
8784241046_R01C01	3.339056968688965	0.0	0.4833953380584717
8784241046_R03C02	0.0	0.0	1.5180587768554688
8784241036_R04C01	2.8116044998168945	0.0	1.1354105472564697
6285633051_R01C01	0.0	0.0	1.811880111694336
7796806103_R06C02	2.6886091232299805	0.7813348770141602	0.5046836137771606
9630789227_R05C02	1.8360786437988281	1.9994263648986816	0.0
9426020160_R03C02	0.1430983543395996	0.28822290897369385	1.8815133571624756
9305216146_R05C01	1.4173927307128906	2.175013542175293	0.0
9630789227_R02C02	1.053375244140625	2.6407809257507324	0.0
9305216132_R05C02	2.1478748321533203	0.0	0.06633210182189941
3999997079_R03C02	0.0	2.32698917388916	0.0
6285633051_R02C02	0.0	2.201981782913208	0.0
9422492089_R06C02	0.0	0.0	2.5141725540161133
9305216146_R01C01	3.009063720703125	0.41146552562713623	0.6787042617797852
9426020160_R03C01	2.0825634002685547	0.29351115226745605	0.0
6057833057_R03C02	3.3228816986083984	2.0646817684173584	0.0
6285633051_R06C01	2.071906089782715	0.40036118030548096	0.0
9993943013_R06C01	3.869434356689453	0.0	0.0
9283265014_R02C01	3.4683122634887695	0.0	0.7948852777481079
8784241046_R05C02	3.5209007263183594	1.2400338649749756	0.0
9283265077_R05C02	3.78884220123291	0.12795865535736084	0.3593258857727051
9422492113_R04C01	3.598721504211426	0.0	0.0
8784241046_R02C02	4.195169448852539	0.0	0.0
8784241071_R01C02	1.6476402282714844	0.0	1.0472309589385986
7796806103_R04C02	3.0203723907470703	1.9984564781188965	0.0
8784241059_R04C02	2.4066152572631836	0.0	1.4789848327636719
7796806090_R03C02	2.3794775009155273	0.0	1.8972086906433105
9283265014_R01C02	3.7017087936401367	0.0	0.4676809310913086
8784241036_R01C02	2.8133773803710938	0.6903247833251953	0.0
9305216146_R03C02	4.765257835388184	0.0	0.0
9993943005_R02C01	3.430013656616211	0.0	0.3716769218444824
8784241071_R06C01	0.0	0.0	2.2772879600524902
7796806090_R02C02	3.3973264694213867	1.3235528469085693	0.0
6285633051_R01C02	0.9598493576049805	0.0	1.0085350275039673
9422491072_R01C01	2.6292896270751953	0.20190727710723877	0.0
8784241071_R05C01	0.0	0.0	2.8822641372680664
3999997079_R01C01	2.595181465148926	0.0	1.756179928779602
9422492113_R02C01	2.7253189086914062	1.3317887783050537	0.0
9993943017_R05C01	0.0	0.0	0.0
9993943013_R04C01	0.0881814956665039	0.0	3.1658971309661865
6005486017_R05C02	1.5697126388549805	0.6047606468200684	0.447340726852417
6042324070_R06C01	4.221147537231445	0.0	1.7532790899276733
6026818102_R05C01	1.6565780639648438	0.5958447456359863	1.6105989217758179
6005486012_R06C01	3.5548973083496094	0.29925787448883057	0.5537054538726807
6042324030_R05C01	4.003779411315918	0.22203302383422852	0.6750104427337646
6057833141_R02C02	4.034369468688965	0.0	0.7584325075149536
6929718043_R01C01	2.285569190979004	0.0	0.11324489116668701
6057833142_R05C01	2.5397024154663086	1.6254682540893555	0.0
6042324035_R03C01	4.320003509521484	0.0	1.6448994874954224
6929718043_R03C02	2.5087156295776367	1.9013493061065674	0.0
6042324071_R04C01	0.2481217384338379	0.0	2.93025803565979
6929718030_R04C01	2.846212387084961	0.18591272830963135	1.0146410465240479
6026818139_R01C01	0.6371736526489258	0.0	3.3321168422698975
6005486012_R03C01	3.158296585083008	0.4768190383911133	0.6241773366928101
6057833159_R06C01	0.7947578430175781	0.0	0.7385908365249634
6042316141_R04C01	1.698293685913086	0.0	1.8269264698028564
6005486019_R04C02	0.0	0.0	1.1674256324768066
6042324030_R04C02	3.0563154220581055	1.997652292251587	0.0
6929718043_R02C02	2.9820966720581055	0.0	1.4653866291046143
6026818055_R02C02	1.836233139038086	0.9342348575592041	0.7897907495498657
6042324037_R01C01	4.924989700317383	0.0	0.0
6005486019_R02C02	1.6548042297363281	0.0	2.6017181873321533
6042324071_R02C02	2.99977970123291	1.1495311260223389	0.4332326650619507
6026818135_R03C02	3.5883007049560547	0.0	1.8679273128509521
6026818122_R03C02	2.3736753463745117	0.30745506286621094	0.9298337697982788
6929718030_R01C01	0.08366870880126953	0.0	2.3809685707092285
6042324035_R02C02	3.329472541809082	0.0	0.5690923929214478
6026818132_R06C01	3.122542381286621	0.0	0.788163423538208
6004791006_R02C01	2.195439338684082	0.0	1.3828165531158447
6005486014_R03C01	0.0	0.0	2.660229444503784
7786923105_R06C02	2.078369140625	2.049866199493408	0.09826719760894775
6042324011_R03C01	2.1446990966796875	0.0	2.4463424682617188
6026818122_R01C01	2.961854934692383	0.5400698184967041	0.36555051803588867
6026818132_R01C02	2.8771915435791016	0.4498945474624634	0.4961073398590088
6005486021_R02C01	2.7025318145751953	0.0	1.7482380867004395
6026818139_R04C01	3.193222999572754	0.4063720703125	0.6575344800949097
6042316072_R02C02	3.5902271270751953	0.0	0.05324149131774902
6042316072_R01C02	2.8082923889160156	0.11531627178192139	0.9770514965057373
6057833155_R03C01	3.698953628540039	0.0	0.723543643951416
6057833101_R01C01	0.17208051681518555	0.0	1.9714382886886597
6004791010_R05C01	1.642012596130371	0.0	2.8568055629730225
6042316141_R02C01	3.73270320892334	0.0	0.3242757320404053
7796806125_R03C02	0.7505006790161133	0.0	2.765763282775879
6042324070_R05C01	3.1167469024658203	0.0	1.1004464626312256
6042316072_R01C01	2.3079023361206055	0.3220597505569458	0.9437577724456787
6229009066_R03C02	2.2612180709838867	0.3198277950286865	1.9799498319625854
6057833101_R04C02	0.0	0.0	2.8219785690307617
6229009059_R06C02	3.114800453186035	0.8807604312896729	0.8370484113693237
6026818132_R06C02	3.1624488830566406	0.10051190853118896	0.0
6005486019_R01C02	2.211843490600586	0.2018505334854126	1.9184314012527466
6004791010_R05C02	3.8027124404907227	0.0	1.3956832885742188
6005486014_R04C02	1.342301368713379	0.0	2.954491138458252
6026818128_R05C01	2.148975372314453	0.0	2.59604549407959
6285633072_R01C02	3.157827377319336	0.16258001327514648	1.0344831943511963
6042316157_R02C02	5.10074520111084	0.0	0.0
6229009060_R01C01	1.9148635864257812	1.4667823314666748	1.4467307329177856
6026818145_R02C01	1.2848596572875977	0.0	3.0354204177856445
6005486017_R06C02	1.7387351989746094	0.0	2.5444424152374268
6929718030_R02C02	3.4312257766723633	0.0	1.4504344463348389
6042324035_R04C01	3.663135528564453	0.16438555717468262	0.0
6005486021_R05C02	3.224292755126953	0.0	1.719647765159607
6042324048_R05C02	4.156092643737793	0.0	0.0
6005486012_R05C02	4.113770484924316	0.0	1.202810525894165
6004791010_R01C01	3.5275135040283203	0.0	1.0955469608306885
6004791004_R06C01	2.4717445373535156	0.34729623794555664	0.9835525751113892
6026818129_R06C02	2.5936193466186523	0.0	1.9811311960220337
6026818144_R04C01	2.842395782470703	0.0025371313095092773	1.5957623720169067
6042324048_R03C01	0.0	0.0	2.710080623626709
6005486005_R04C01	2.6565980911254883	0.0	1.9072554111480713
6042324072_R03C02	1.9135618209838867	1.069028377532959	1.360459566116333
6005486017_R02C01	0.596104621887207	0.0	0.7809587717056274
6026818122_R06C02	2.0618438720703125	0.0	2.339960813522339
6057833141_R03C02	0.2992391586303711	0.0	2.517409324645996
6005486019_R02C01	3.2896337509155273	0.0	0.0
6004791010_R06C01	2.411623954772949	0.7906023263931274	0.6339727640151978
6042324030_R04C01	4.189607620239258	0.0	1.2517271041870117
6026818102_R01C01	1.7312860488891602	0.0	1.6285789012908936
6005486014_R05C02	4.865134239196777	0.0	0.0
6026818122_R03C01	2.001720428466797	0.0	2.0814707279205322
6042324070_R05C02	0.0	0.0	2.322767496109009
6929718036_R03C02	2.5010414123535156	0.0	1.1994643211364746
6929718030_R06C01	3.026134490966797	0.6267012357711792	1.6455085277557373
6929718030_R03C01	3.252957344055176	0.7935110330581665	0.0
6229009060_R06C01	0.4493284225463867	0.0	1.6505508422851562
6229009060_R03C02	0.0	0.0	3.017839193344116
6026818135_R02C01	4.468372344970703	0.0	0.7742608785629272
6026818111_R02C02	0.0	0.0	1.6256322860717773
6057833159_R05C01	1.3733539581298828	1.1706504821777344	0.31652915477752686
6005486017_R01C01	0.0	0.0	1.6595555543899536
6042316130_R01C02	0.5856008529663086	1.0320777893066406	1.221954345703125
6026818128_R04C02	2.119203567504883	0.0	3.018455982208252
6005486021_R04C01	4.575048446655273	0.0	0.48861634731292725
6057833057_R04C02	3.7986936569213867	0.0	0.0
6057833101_R06C01	0.8761682510375977	0.0	1.7935154438018799
6005486013_R02C01	1.8161706924438477	0.0	2.6427195072174072
6005486013_R04C01	4.085519790649414	0.0	1.1813149452209473
6005486014_R01C01	2.9343767166137695	2.007201910018921	0.0
6004791020_R05C01	3.066913604736328	0.7881979942321777	1.0116583108901978
6005486021_R01C02	0.0	0.0	1.116112232208252
6042324006_R01C01	4.420949935913086	0.0	0.5459619760513306
6005486023_R04C01	2.8679494857788086	0.4402608871459961	1.0488080978393555
6005486021_R01C01	0.0	0.0	2.698416233062744
6057833141_R06C01	2.000430107116699	1.2097547054290771	1.3194077014923096
6005486023_R04C02	3.7292938232421875	0.0	0.0
6026818122_R05C01	1.4171762466430664	1.4672436714172363	1.3716846704483032
6057833159_R01C01	1.7948417663574219	0.0	1.321556806564331
6042316141_R03C02	0.0	0.0	2.0806665420532227
6005486029_R04C01	2.6823339462280273	1.0445585250854492	0.21878039836883545
6026818144_R05C01	3.213383674621582	0.0	2.1030728816986084
6005486012_R06C02	0.5538978576660156	0.0	1.2688000202178955
6026818135_R01C01	2.736994743347168	0.33415234088897705	0.0
6929718043_R06C02	3.4248218536376953	0.8757152557373047	0.14370179176330566
6042324072_R06C01	3.7683467864990234	1.5636701583862305	0.0
6005486017_R04C01	3.2642526626586914	0.0	0.94667649269104
6026818108_R05C01	0.0	0.0	2.743284225463867
6285633072_R04C01	0.07598114013671875	0.0	2.9297757148742676
6929718043_R06C01	0.0	0.0	2.7480409145355225
6057833166_R04C01	0.0	0.0	2.4038500785827637
6004791020_R03C01	4.526287078857422	0.0	0.0
6929718036_R01C02	2.79788875579834	1.9994301795959473	0.0
6057833159_R03C02	3.2016897201538086	1.3133139610290527	0.0
6929718043_R04C01	2.319425582885742	0.34525632858276367	1.1524338722229004
6004791006_R05C02	3.052936553955078	0.3620166778564453	0.3037787675857544
6229009066_R04C02	3.08294677734375	0.0	0.49077725410461426
6229009060_R05C02	2.2808408737182617	0.0	0.0
6285633072_R05C01	2.6464319229125977	0.8061375617980957	0.48421645164489746
6057833057_R06C02	2.272721290588379	0.0	2.5521163940429688
6057833159_R03C01	4.246097564697266	0.0	0.7670780420303345
6285633072_R03C02	1.1148452758789062	0.7206640243530273	2.7783315181732178
6042316141_R03C01	0.7191810607910156	0.0	2.575212240219116
6026818122_R04C01	1.2912540435791016	0.0	2.1130809783935547
6042324048_R06C01	2.8440122604370117	0.0	0.8933180570602417
6005486013_R03C01	0.2977609634399414	0.0	3.135711908340454
6005486017_R04C02	3.1949548721313477	0.0	1.0844941139221191
6005486019_R05C01	0.0	0.0	3.28336238861084
6057833159_R04C01	1.241292953491211	0.09856772422790527	2.0766053199768066
6042316141_R06C01	3.0282230377197266	1.5276358127593994	0.0
6229009060_R02C02	2.06473445892334	0.0	1.4963600635528564
6026818139_R02C01	2.667736053466797	0.6061666011810303	0.307269811630249
6042324048_R02C02	4.409777641296387	0.0	0.5956546068191528
6026818135_R01C02	0.0	0.0	3.431344747543335
6057833166_R05C01	1.0396366119384766	0.0	0.3000105619430542
6005486014_R05C01	3.384821891784668	0.613305926322937	0.7539149522781372
6005486017_R03C02	3.2054405212402344	0.0	1.7978894710540771
6042324011_R02C01	1.1222915649414062	0.30655431747436523	2.105137348175049
6004791004_R04C01	0.0	0.0	2.8437628746032715
6026818122_R02C02	0.0	0.0	2.727604627609253
6042324037_R01C02	3.1291418075561523	1.6007072925567627	0.0
6026818055_R01C02	0.0	0.0	2.7185750007629395
6929718043_R01C02	0.0	0.0	1.2841575145721436
6229009059_R01C02	3.9302330017089844	0.21588468551635742	0.5556478500366211
6229009059_R03C02	0.653477668762207	0.0	2.717616319656372
6026818108_R03C01	1.7524642944335938	0.14788281917572021	2.1603028774261475
6005486005_R05C01	2.614163398742676	0.0	1.4756038188934326
6042324005_R01C01	1.6956796646118164	0.0	1.9270780086517334
6005486014_R03C02	3.8114356994628906	0.20757627487182617	1.1527342796325684
6057833155_R03C02	0.0	0.0	1.814073085784912
6005486021_R02C02	0.3094644546508789	0.0	2.389861583709717
6026818145_R05C02	2.8577070236206055	1.159590721130371	0.0
6005486023_R02C02	2.8338422775268555	0.23200678825378418	1.547301173210144
6042324035_R04C02	0.25124216079711914	0.0	3.0823793411254883
6057833134_R05C02	2.8332204818725586	1.1236681938171387	0.5340832471847534
6005486018_R05C01	1.0105791091918945	0.0	1.1247215270996094
6026818102_R02C02	2.749481201171875	0.0	0.17710697650909424
6005486029_R05C01	1.4368362426757812	0.0	2.057403802871704
6026818144_R02C01	2.8343820571899414	1.766124963760376	0.0
6026818128_R01C02	0.677947998046875	0.0	2.149028778076172
6005486029_R04C02	0.0	0.0	2.797764778137207
6057833142_R03C01	2.5923995971679688	0.0	0.0
6005486025_R05C02	1.9370975494384766	0.0	2.762202739715576
6057833057_R01C02	3.199922561645508	0.0	0.8135524988174438
6042324037_R04C02	3.781412124633789	0.5140652656555176	0.0
6004791010_R06C02	0.019266128540039062	0.0	1.4164605140686035
6026818122_R06C01	0.0	0.0	3.230694055557251
6042324005_R04C01	0.0	0.0	1.4367786645889282
6005486012_R04C01	3.6358861923217773	0.0	0.8708411455154419
6026818139_R04C02	0.0	0.22393321990966797	2.3940227031707764
6004791020_R04C01	1.7424049377441406	0.0	2.8884406089782715
6026818135_R02C02	2.4691390991210938	0.0	2.67547607421875
6057833101_R03C01	3.4949350357055664	0.0	1.238651156425476
6026818070_R02C01	3.0494518280029297	0.0	1.8149031400680542
6005486019_R01C01	2.083754539489746	0.0	0.0
6057833159_R06C02	3.1894025802612305	1.532198190689087	0.0
6929718036_R04C02	3.5266313552856445	0.8658626079559326	0.0
6229009059_R02C02	4.194064140319824	0.0	1.4980497360229492
6004791004_R03C01	3.9803638458251953	0.0	0.0
6026818132_R01C01	3.12229061126709	0.0	0.5365883111953735
6005486017_R05C01	2.0804615020751953	0.0	0.8356242179870605
6005486014_R04C01	2.6774587631225586	0.03948616981506348	1.085402011871338
6285633072_R03C01	3.764261245727539	0.0	0.11459124088287354
6042316141_R05C02	3.1006317138671875	0.0	1.7227672338485718
6026818144_R04C02	0.0	0.0	2.2541005611419678
6005486021_R04C02	3.542055130004883	0.0	0.8767305612564087
6005486025_R04C02	3.9750566482543945	0.0	0.5456578731536865
6929718030_R03C02	1.1892280578613281	0.4558359384536743	0.7546697854995728
7786923102_R06C02	4.316684722900391	0.18327593803405762	0.0
7786923105_R01C01	3.439021110534668	0.0	1.3477611541748047
6026818135_R06C01	0.0	0.0	0.950607180595398
6057833166_R02C01	1.1788911819458008	0.0	1.7889225482940674
6026818129_R02C01	4.292780876159668	0.0	0.0
6057833159_R01C02	2.027721405029297	0.0	1.6021268367767334
6285633072_R06C01	3.139801025390625	0.3795076608657837	0.5580731630325317
6057833101_R05C02	3.211629867553711	0.0	1.5223585367202759
6026818102_R06C01	0.0	0.0	2.4431796073913574
6005486021_R03C02	1.2053117752075195	0.0	1.0912922620773315
6057833057_R06C01	3.3274059295654297	0.0	1.3905199766159058
6005486005_R02C02	2.872666358947754	0.3735809326171875	1.0942485332489014
6004791006_R04C02	3.8942766189575195	0.0	0.8837651014328003
6042324037_R05C02	3.0566511154174805	0.2055957317352295	1.4260694980621338
6005486018_R02C01	3.09371280670166	0.4855884313583374	0.37520527839660645
6042324048_R01C01	3.204972267150879	0.23690927028656006	1.4083822965621948
6004791010_R03C01	4.33029842376709	0.0	0.0
6042324072_R04C01	1.7018241882324219	0.0	1.8191208839416504
6229009066_R02C01	1.3284320831298828	0.6370444297790527	1.4900624752044678
6005486023_R01C01	3.847048759460449	0.0	0.0
6004791020_R04C02	0.26844310760498047	0.0	1.0436807870864868
6042324072_R05C01	3.1127443313598633	0.9380252361297607	0.4519304037094116
6005486029_R02C01	0.0	0.0	3.0356860160827637
6042324030_R02C02	0.6982498168945312	0.0	3.0099830627441406
6005486029_R03C01	2.1576099395751953	0.0	1.8865283727645874
6005486018_R05C02	1.9252490997314453	0.0	1.6609759330749512
6005486021_R05C01	0.0	0.0	1.7570303678512573
6042316141_R02C02	1.9915428161621094	0.0	1.466355323791504
6005486018_R03C02	3.8485498428344727	0.0	0.6143825054168701
6042316157_R03C02	2.495908737182617	0.0	0.0
6005486005_R02C01	4.75396728515625	0.0	0.0
6005486018_R04C01	1.3454217910766602	0.0	2.5116069316864014
6042316100_R01C02	2.8254127502441406	0.0	0.11638212203979492
6005486019_R06C02	3.587803840637207	0.0	0.0
6042324072_R06C02	0.8931770324707031	0.0	2.6888272762298584
6026818132_R04C02	0.0	0.0	2.8225176334381104
6042324037_R04C01	1.326899528503418	0.0	2.2132139205932617
6005486005_R01C01	1.9081697463989258	0.6084147691726685	1.1547658443450928
6229009066_R05C01	2.2456111907958984	0.8634946346282959	0.5939992666244507
6042324072_R01C01	2.2023067474365234	0.594253420829773	1.3678638935089111
6042316141_R05C01	1.6738643646240234	0.0	1.8946654796600342
6004791004_R03C02	4.278138160705566	0.0	0.5345602035522461
6004791006_R03C02	3.4558334350585938	0.0	0.763603925704956
6057833142_R04C02	3.9754600524902344	0.0	0.8161484003067017
6057833155_R01C01	2.515470504760742	0.0	2.438082695007324
6042316141_R01C01	0.0	0.0079345703125	2.2914326190948486
