,vaeMedians,vaeERpos,vaeERneg
12,0,0,0.052777782
77,0.012535214,0,0.057192564
2,0,0,0.102360427
75,0,0,0.109171271
21,0,0,0.179977387
83,0.118651032,0,0.321990728
41,0,0,0.338512123
71,0.299031019,0,0.387541056
46,0,0,0.402311563
65,0,0,0.437463582
34,0.069157481,0,0.46629107
97,0.288385153,0,0.486592174
47,0.08025074,0,0.52178669
18,0.36700201,0,0.773971558
93,0.297408015,0,0.956878483
91,0.365322709,0,0.968292832
95,0.752097011,0,1.18651998
13,0.880470753,0,1.556374788
