"","Node","Est","Conf95low","Conf95high","Pvalue","Mark"
"510","VAE91",0.702509833215542,0.647052796666504,0.762070623128963,1.83909667685865e-18,"HMEC_H3K4me3"
"610","VAE93",0.258621860059628,0.215663837776707,0.308215699476544,1.93605008933594e-72,"HMEC_H3K4me3"
"710","VAE63",0.042556430917083,0.0369098660922265,0.0488382554598192,0,"HMEC_H3K4me3"
"810","VAE37",1.89812599810557,1.56279321277676,2.30286739968666,8.50892480275286e-11,"HMEC_H3K4me3"
"910","VAE22",1.81775024349211,1.67930496684995,1.96744699909974,9.36561352285704e-49,"HMEC_H3K4me3"
"211","VAE24",0.558739731794848,0.523535476839097,0.595840989010165,3.28578681606526e-80,"HMEC_H3K9ac"
"311","VAE35",0.782654757359018,0.650000952150511,0.936703746872524,0.00634246491209662,"HMEC_H3K9ac"
"411","VAE43",0.847061634162785,0.793123910105805,0.904054951179103,3.76198312262181e-07,"HMEC_H3K9ac"
"511","VAE91",0.46665777833939,0.413324775839772,0.525315663939372,3.44934445944807e-44,"HMEC_H3K9ac"
"611","VAE93",0.213767441879458,0.16288301309643,0.275941175288698,2.64716112966071e-51,"HMEC_H3K9ac"
"711","VAE63",0.0247220113363459,0.0189177462940491,0.0318006069886211,0,"HMEC_H3K9ac"
"811","VAE37",1.25828756266426,0.989028770334352,1.58762182677185,0.0515395386060922,"HMEC_H3K9ac"
"911","VAE22",1.39776751771137,1.27246526567292,1.53376062384223,4.69253329225071e-12,"HMEC_H3K9ac"
"212","VAE24",0.990864494173173,0.930008165799269,1.05503886018453,0.786828125783225,"HMEC_H3K9me3"
"312","VAE35",1.86152550614593,1.58293142465924,2.18093583653683,2.71204531746546e-13,"HMEC_H3K9me3"
"412","VAE43",1.46255101748103,1.37069862364106,1.55965790893698,3.20302846646539e-29,"HMEC_H3K9me3"
"512","VAE91",1.11675991544132,1.00657797475098,1.23678509437417,0.0355487912710904,"HMEC_H3K9me3"
"612","VAE93",0.486700627467574,0.386819111496927,0.605479637115017,9.01774232719483e-13,"HMEC_H3K9me3"
"712","VAE63",0.0942689374218224,0.0793843548689089,0.111205842733425,0,"HMEC_H3K9me3"
"812","VAE37",2.43322020068557,1.93757099675479,3.03588260809342,1.41055223584916e-13,"HMEC_H3K9me3"
"912","VAE22",2.26428001391394,2.06091919421249,2.4847593394653,1.29930178166972e-58,"HMEC_H3K9me3"
"213","VAE24",0.597403172402922,0.535570046985995,0.664715494103852,4.01500657178382e-24,"HMEC_H3K27ac"
"313","VAE35",0.247785265213406,0.138048736895454,0.411093536904861,1.78720187905783e-11,"HMEC_H3K27ac"
"413","VAE43",0.288452197460616,0.240475932598093,0.343387128379852,2.28498819766687e-65,"HMEC_H3K27ac"
"513","VAE91",0.220719082156626,0.161083409446671,0.29546459325701,2.58647400727407e-39,"HMEC_H3K27ac"
"613","VAE93",1.30315987232061,1.05698691137021,1.59249725622314,0.012069710971136,"HMEC_H3K27ac"
"713","VAE63",3.10809377183611,2.93708718810946,3.28863481233308,1.67196565351563e-292,"HMEC_H3K27ac"
"813","VAE37",0.110890324682615,0.0227617525423307,0.326421369455659,2.85719586640744e-08,"HMEC_H3K27ac"
"913","VAE22",0.305309038400617,0.225021536431868,0.405430629800593,3.40512456989468e-23,"HMEC_H3K27ac"
"214","VAE24",1.17175940594076,1.10558188086679,1.24138001682003,9.76586691752239e-08,"HMEC_H3K27me3"
"314","VAE35",2.52158588125725,2.17941664648116,2.91085891049558,3.80303982028835e-32,"HMEC_H3K27me3"
"414","VAE43",1.71132437842149,1.61106037014474,1.81704708361438,8.84335596284438e-64,"HMEC_H3K27me3"
"514","VAE91",1.34031063147566,1.21915180139821,1.47150037662741,2.12149291090602e-09,"HMEC_H3K27me3"
"614","VAE93",0.506231786270499,0.40721876560466,0.62306410654371,1.71000177728041e-12,"HMEC_H3K27me3"
"714","VAE63",0.112975494379915,0.0971544433192761,0.130739195695017,0,"HMEC_H3K27me3"
"814","VAE37",3.66220256529467,2.98459405768706,4.47874065239268,3.78543256232566e-32,"HMEC_H3K27me3"
