"","Node","Est","Conf95low","Conf95high","Pvalue","Mark"
"512","VAE91",0.0915533578143659,0.0293237422838364,0.218041832824603,7.78925015269302e-15,"Br_myo_H3K27me3"
"612","VAE93",1.26470023334633,0.686422147920814,2.23992494636661,0.378114066355126,"Br_myo_H3K27me3"
"712","VAE22",0.0634719841909103,0.020416941227001,0.150230430753066,4.22380659459563e-23,"Br_myo_H3K27me3"
"812","VAE63",1.38204777858208,0.939905942873145,2.00346987037913,0.0920265552638794,"Br_myo_H3K27me3"
"213","VAE24",0.798600541368812,0.253626225826702,1.9282363785975,0.834947112301584,"Br_myo_H3K36me3"
"313","VAE35",2.37193529300167,1.17582572751057,4.3791359284151,0.0119454064329893,"Br_myo_H3K36me3"
"413","VAE43",6.89637583250364,4.65376777585298,10.0657069624282,1.67570518096083e-18,"Br_myo_H3K36me3"
"513","VAE91",2.85496038846079,1.80244517032206,4.3607458969952,9.87373769812298e-06,"Br_myo_H3K36me3"
"613","VAE93",2.38688500693672,0.97954127501603,5.05514776921066,0.0276656746555361,"Br_myo_H3K36me3"
"713","VAE22",1.26498497381307,0.735694994819649,2.04732019029304,0.339807899235439,"Br_myo_H3K36me3"
"813","VAE63",0,0,0.431721373277369,0.000406316905665927,"Br_myo_H3K36me3"
"214","VAE24",0.235129387537476,0.0986735425312686,0.482271801807012,2.98399225862599e-06,"HMEC_H3K4me1"
"314","VAE35",2.70150847704684,1.75412814229693,4.15623845923742,3.82641914117871e-06,"HMEC_H3K4me1"
"414","VAE43",0.519749529263296,0.309787578462636,0.833069464153381,0.00430425342967091,"HMEC_H3K4me1"
"514","VAE91",0.355018512072838,0.207908283083361,0.574070938847783,1.87297007845618e-06,"HMEC_H3K4me1"
"614","VAE93",0.145945361645078,0.029271061895522,0.448256244560491,2.79722668615783e-05,"HMEC_H3K4me1"
"714","VAE22",2.75275539214036,2.12176650469672,3.57056595675235,1.27056643405445e-14,"HMEC_H3K4me1"
"814","VAE63",0,0,0.0770223264475762,2.01557404978941e-18,"HMEC_H3K4me1"
"215","VAE24",0.577228907616176,0.268017447389086,1.10951639232489,0.1041212223833,"HMEC_H2A.Z"
"315","VAE35",1.31981028118771,0.741606614656756,2.2328748159031,0.312230388449616,"HMEC_H2A.Z"
"415","VAE43",0.999509605638937,0.595630618118268,1.60219600407956,1,"HMEC_H2A.Z"
"515","VAE91",0.723457600616272,0.429428268038479,1.15804035333327,0.203127728638871,"HMEC_H2A.Z"
"615","VAE93",0.0904327681857931,0.00225621735673858,0.523536787747982,0.000627051148159304,"HMEC_H2A.Z"
"715","VAE22",10.8496828476697,8.25415063125216,14.3633702231958,2.33999811197978e-71,"HMEC_H2A.Z"
"815","VAE63",0.205528522637489,0.0656355666182157,0.491994402144011,1.53311768977519e-05,"HMEC_H2A.Z"
"216","VAE24",0.303827162717078,0.146576470883376,0.569297491265107,2.4860212318531e-05,"HMEC_H3K4me2"
"316","VAE35",2.6830242075184,1.74400517806834,4.13225187756781,3.60499007931769e-06,"HMEC_H3K4me2"
"416","VAE43",0.969863961043195,0.64561214495824,1.42955451577896,0.923828277289832,"HMEC_H3K4me2"
"516","VAE91",0.665978770768628,0.445362916483818,0.972319919786219,0.032348548017353,"HMEC_H3K4me2"
"616","VAE93",0.13287294954273,0.0266268962556643,0.408118298625642,9.75389084773781e-06,"HMEC_H3K4me2"
"716","VAE22",3.26518586864072,2.51480518834684,4.24780815464715,9.24544858648952e-20,"HMEC_H3K4me2"
"816","VAE63",0,0,0.0701054620502506,3.84393024559841e-20,"HMEC_H3K4me2"
"217","VAE24",0.167717268473096,0.0657116757188728,0.358953498909824,9.42921371163911e-09,"HMEC_H3K4me3"
"317","VAE35",2.13049106570307,1.38206971695135,3.27702501171723,0.000371088406390929,"HMEC_H3K4me3"
"417","VAE43",0.40420090240443,0.238006336563685,0.653735104869304,6.64312287144211e-05,"HMEC_H3K4me3"
"517","VAE91",0.345497661647088,0.210070685094523,0.543011642257835,2.24319040074836e-07,"HMEC_H3K4me3"
"617","VAE93",0.0787848821287573,0.00931745617775959,0.297518283667237,1.70141970058557e-07,"HMEC_H3K4me3"
"717","VAE22",4.32008220174209,3.29675822668761,5.69384928734441,6.06210143522358e-29,"HMEC_H3K4me3"
"817","VAE63",0,0,0.0634064992849808,1.07456636069712e-21,"HMEC_H3K4me3"
"218","VAE24",0.0909969266177325,0.0108702125846353,0.337301691932667,8.96711812608578e-07,"HMEC_H3K9ac"
"318","VAE35",0.630236970117263,0.302586371582772,1.18873248997565,0.171855426895632,"HMEC_H3K9ac"
"418","VAE43",0.331485985991131,0.148115864244235,0.649701815214789,0.000273576846622303,"HMEC_H3K9ac"
"518","VAE91",0.111827492385139,0.0301100627120182,0.29180399081659,5.2908960184784e-10,"HMEC_H3K9ac"
"618","VAE93",0.0773474103145552,0.00193041140329719,0.447779629787928,0.000153716138263424,"HMEC_H3K9ac"
"718","VAE22",2.40738542327137,1.82310293146933,3.15927073666507,1.12436647941397e-09,"HMEC_H3K9ac"
"818","VAE63",0,0,0.126667783588274,3.77097668556429e-12,"HMEC_H3K9ac"
"219","VAE24",0.533299630018099,0.20883978884074,1.1416369950222,0.12786644296924,"HMEC_H3K9me3"
"319","VAE35",1.67504144584156,0.926929618036445,2.86488775532654,0.0737811030102613,"HMEC_H3K9me3"
"419","VAE43",0.993608814074002,0.549930309840906,1.68185553827552,1,"HMEC_H3K9me3"
"519","VAE91",0.511258665979429,0.250061332536344,0.940173454614384,0.0243059634390064,"HMEC_H3K9me3"
"619","VAE93",0.25050928315337,0.0296443942632984,0.946126604123947,0.0443358156977997,"HMEC_H3K9me3"
"719","VAE22",4.82611600745243,3.68924184181541,6.28817508480925,8.65235279476732e-28,"HMEC_H3K9me3"
"819","VAE63",0,0,0.201748825785521,4.23536000293305e-08,"HMEC_H3K9me3"
"220","VAE24",0.475452145390168,0.0964081064078672,1.43036035871275,0.291731063086957,"HMEC_H3K27ac"
"320","VAE35",0.175900453510216,0.0044082623036491,1.00543105594627,0.0447021387614795,"HMEC_H3K27ac"
"420","VAE43",0.11944441146983,0.00300534143501752,0.677297414078418,0.00511769774228268,"HMEC_H3K27ac"
"520","VAE91",0.190558793336987,0.0228885132128341,0.699471732229534,0.00474935826644656,"HMEC_H3K27ac"
"620","VAE93",0.827935175641715,0.165857335982125,2.54396011623214,1,"HMEC_H3K27ac"
"720","VAE22",0.200086711539895,0.0409647530481061,0.59209897806762,0.000530680721362821,"HMEC_H3K27ac"
"820","VAE63",7.57146105518154,5.16076217015859,10.9608784079874,5.35868917946936e-21,"HMEC_H3K27ac"
"221","VAE24",0.273678308453895,0.0731551894155565,0.723021914363283,0.00452634116208793,"HMEC_H3K27me3"
"321","VAE35",3.14941477781628,1.95474005437257,4.96462022069764,2.19836426666716e-06,"HMEC_H3K27me3"
"421","VAE43",1.26034733068583,0.751024897326102,2.02038798115603,0.30368712267732,"HMEC_H3K27me3"
"521","VAE91",0.710849997457277,0.396248004579964,1.19223256135448,0.248306902127114,"HMEC_H3K27me3"
"621","VAE93",0.231930932236828,0.0274420898231163,0.875938794711292,0.0203818687000587,"HMEC_H3K27me3"
"721","VAE22",6.89786105926531,5.31684670577542,8.95073494991814,6.31049496073577e-45,"HMEC_H3K27me3"
"821","VAE63",0,0,0.186752279583408,1.73701240704219e-08,"HMEC_H3K27me3"
"222","VAE24",0.280660080039151,0.100517760029735,0.633255147859804,0.00047142112744961,"HMEC_H3K36me3"
"322","VAE35",0.101869861803057,0.0121269874925146,0.378893207825037,4.27191069109493e-06,"HMEC_H3K36me3"
"422","VAE43",0.0342029044280941,0.000864080158593056,0.193920248111668,1.25037759404934e-10,"HMEC_H3K36me3"
"522","VAE91",0,0,0.100585344925065,5.0581931774071e-15,"HMEC_H3K36me3"
"622","VAE93",0.691943743072889,0.284061463535909,1.46513146606024,0.404673355206093,"HMEC_H3K36me3"
"722","VAE22",0.156055712712223,0.0665867670996781,0.312668934751369,5.68541119115124e-12,"HMEC_H3K36me3"
"822","VAE63",0.173641439505526,0.0554601774722266,0.415631902222929,8.94417123166073e-07,"HMEC_H3K36me3"
"223","VAE24",1.0129293386686,0.120942418099892,3.75903777225009,0.725891826123757,"HMEC_H3K79me2"
"323","VAE35",1.74130792528276,0.352110568243252,5.26369693405545,0.254871449745019,"HMEC_H3K79me2"
"423","VAE43",5.50443990372111,2.84420010930664,9.79150109212622,2.18312374353486e-06,"HMEC_H3K79me2"
"523","VAE91",3.57364072172166,1.74560409399136,6.58428551341128,0.000460530386211892,"HMEC_H3K79me2"
"623","VAE93",0,0,3.22353115218526,0.633211807640815,"HMEC_H3K79me2"
"723","VAE22",0.864591750780521,0.233420665844214,2.24642397985222,1,"HMEC_H3K79me2"
"823","VAE63",0,0,1.41130772049536,0.119544265956657,"HMEC_H3K79me2"
"224","VAE24",0.877385329176486,0.368161729163397,1.80008799741988,0.86208677349019,"HMEC_H3K20me1"
"324","VAE35",1.42980828745831,0.686369274020529,2.697496155391,0.263447786747857,"HMEC_H3K20me1"
"424","VAE43",2.39293103280718,1.48364702012587,3.72351900596992,0.000304353575431988,"HMEC_H3K20me1"
"524","VAE91",2.44140811908488,1.60648235483778,3.61036099682259,2.88874979692368e-05,"HMEC_H3K20me1"
"624","VAE93",0.356907689505809,0.0422327304872241,1.34803703805552,0.171147606037628,"HMEC_H3K20me1"
"724","VAE22",2.32785786076507,1.63851404551149,3.24334907299454,3.24246783085126e-06,"HMEC_H3K20me1"
"824","VAE63",0,0,0.287424413046089,9.55111450690465e-06,"HMEC_H3K20me1"
"225","VAE24",0,0,187.280581099488,1,"HMEC_SuperEnhancer"
"325","VAE35",0,0,211.843266679204,1,"HMEC_SuperEnhancer"
"425","VAE43",0,0,144.391548597526,1,"HMEC_SuperEnhancer"
"525","VAE91",0,0,113.704376264267,1,"HMEC_SuperEnhancer"
"625","VAE93",0,0,320.17211700744,1,"HMEC_SuperEnhancer"
"725","VAE22",0,0,79.3936592204007,1,"HMEC_SuperEnhancer"
"825","VAE63",0,0,142.20485390313,1,"HMEC_SuperEnhancer"
"226","VAE24",0,0,148.872710603953,1,"MCF7_SuperEnhancer"
"326","VAE35",0,0,168.579304343046,1,"MCF7_SuperEnhancer"
"426","VAE43",0,0,113.979698952606,1,"MCF7_SuperEnhancer"
"526","VAE91",0,0,90.5496673905495,1,"MCF7_SuperEnhancer"
"626","VAE93",0,0,255.199845860145,1,"MCF7_SuperEnhancer"
"726","VAE22",31.901319442971,3.64948001705728,128.879377058368,0.00212197731053415,"MCF7_SuperEnhancer"
"826","VAE63",0,0,112.247186907778,1,"MCF7_SuperEnhancer"
